Entity ID,Description,Creator Label,Input Text
http://www.wikidata.org/entity/Q111470760,N/A,Sebastiano Conca,The Deposition
http://www.wikidata.org/entity/Q119138841,N/A,John O'Connor,"From Pentonville Road Looking West, London, Evening"
http://www.wikidata.org/entity/Q59530350,N/A,Henri Fantin-Latour,Bouquet of Roses
http://www.wikidata.org/entity/Q27700585,N/A,David Teniers ar Yaouankañ,The Alchemist
http://www.wikidata.org/entity/Q115159035,N/A,Alexej von Jawlensky,Head in Black and Green
http://www.wikidata.org/entity/Q119950649,N/A,Alfred Wallis,Boats
http://www.wikidata.org/entity/Q18684925,N/A,Egon Schiele,Old Houses in Krumau
http://www.wikidata.org/entity/Q56750856,N/A,George Washington Lambert,Anzacs Bathing in the Sea
http://www.wikidata.org/entity/Q3766167,N/A,Giovanni Bellini,Naked young woman in front of the mirror
http://www.wikidata.org/entity/Q20812914,N/A,Winslow Homer,The Life Line
http://www.wikidata.org/entity/Q113024682,N/A,William Hamilton,The carousing of Sir Toby Belch and Sir Anthony Aguecheek
http://www.wikidata.org/entity/Q19925203,N/A,William Adolphe Bouguereau,Head Of A Young Girl
http://www.wikidata.org/entity/Q88976320,N/A,Paolo Veronese,The Finding of Moses
http://www.wikidata.org/entity/Q112230448,N/A,Il Sodoma,Flagellation of Christ
http://www.wikidata.org/entity/Q47008576,N/A,Rogier van der Weyden,Portrait of Charles the Bold
http://www.wikidata.org/entity/Q2046100,N/A,Titian,Flora
http://www.wikidata.org/entity/Q3910086,N/A,Raphael,Saint John the Baptist Preaching
http://www.wikidata.org/entity/Q20188753,N/A,Jean-Baptiste Camille Corot,Madame Stumpf and Her Daughter
http://www.wikidata.org/entity/Q19696289,N/A,Zinaida Serebriakova,Bather
http://www.wikidata.org/entity/Q4952174,N/A,Henri Rousseau,Boy on the Rocks
http://www.wikidata.org/entity/Q103842968,N/A,Andrew Wyeth,Roasted Chestnuts
http://www.wikidata.org/entity/Q79790667,N/A,Edgar Degas,The Mante Family
http://www.wikidata.org/entity/Q20635125,N/A,James McNeill Whistler,The Last of Old Westminster
http://www.wikidata.org/entity/Q24055144,N/A,Willi Baumeister,Perforation
http://www.wikidata.org/entity/Q64223643,N/A,Albert Marquet,Le Havre
http://www.wikidata.org/entity/Q119803709,N/A,Thomas Stuart Smith,Study for a Monk by a Window
http://www.wikidata.org/entity/Q28551795,N/A,Sam Francis,Around the Blues
http://www.wikidata.org/entity/Q728373,N/A,Pierre Auguste Renoir,The Daughters of Catulle Mendes
http://www.wikidata.org/entity/Q30094530,N/A,Peter Paul Rubens,Christ on the Cross
http://www.wikidata.org/entity/Q17319633,N/A,Pieter Aertsen,The Egg Dance
http://www.wikidata.org/entity/Q28552344,N/A,Stanley Spencer,The Centurion's Servant
http://www.wikidata.org/entity/Q104773738,N/A,Louise Elisabeth Vigée-Le Brun,Bacchante
http://www.wikidata.org/entity/Q20809698,N/A,Giuseppe De Nittis,Return from the Races
http://www.wikidata.org/entity/Q3210259,N/A,Salvador Dali,Madonna
http://www.wikidata.org/entity/Q18619799,N/A,Daniele da Volterra,David and Goliath (Verso)
http://www.wikidata.org/entity/Q28797238,N/A,Domenico Tintoretto,Magdalena Penitente
http://www.wikidata.org/entity/Q60473738,N/A,Lucian Freud,Portrait of Ib
http://www.wikidata.org/entity/Q28549263,N/A,Paul Delvaux,The Sleeping Venus
http://www.wikidata.org/entity/Q334604,N/A,Frederic Edwin Church,Heart of the Andes
http://www.wikidata.org/entity/Q116251864,N/A,Theodor Severin Kittelsen,Desolation
http://www.wikidata.org/entity/Q22034077,N/A,Eleanor Fortescue-Brickdale,Elizabeth Would Steal out and Lay the Child Upon the Altar
http://www.wikidata.org/entity/Q19900694,N/A,Thomas Cole,The Return
http://www.wikidata.org/entity/Q117215148,N/A,Jindrich Styrsky,Krajina S Mostem
http://www.wikidata.org/entity/Q7827221,N/A,Vincent van Gogh,Torso of Venus and a Landscape
http://www.wikidata.org/entity/Q17524349,N/A,Esaias van de Velde,Mountainous landscape with traveller
http://www.wikidata.org/entity/Q20634705,N/A,Edmund Charles Tarbell,Mother and Child in a Boat
http://www.wikidata.org/entity/Q64553823,N/A,George Caleb Bingham,Jane Breathitt Sappington
http://www.wikidata.org/entity/Q19884511,N/A,David Alfaro Siqueiros,Ethnography
http://www.wikidata.org/entity/Q20487500,N/A,Gene Davis,Raspberry Icicle
http://www.wikidata.org/entity/Q20737210,N/A,Asher Brown Durand,a Summer Afternoon
http://www.wikidata.org/entity/Q27075228,N/A,Ernst Ludwig Kirchner,Frankfurter Westhafen
http://www.wikidata.org/entity/Q119343889,N/A,John Bratby,Jew Chew Honeydew
http://www.wikidata.org/entity/Q20270839,N/A,Willem de Kooning,Excavation
http://www.wikidata.org/entity/Q106658021,N/A,James McNeill Whistler,Nude Girl with a Bowl
http://www.wikidata.org/entity/Q23729808,N/A,John Hoppner,An Unknown British Officer
http://www.wikidata.org/entity/Q98224467,N/A,Mary Cassatt,Nurse and Child
http://www.wikidata.org/entity/Q59770925,N/A,Giovanni Battista Crespi,Rest on the Flight into Egypt
http://www.wikidata.org/entity/Q23939780,N/A,Morris Louis Bernstein,Approach
http://www.wikidata.org/entity/Q882584,N/A,Henri Matisse,Blue Nude
http://www.wikidata.org/entity/Q47461110,N/A,Albert Marquet,The Apse of Notre Dame
http://www.wikidata.org/entity/Q119009230,N/A,George Romney,Reverend Daniel Wilson
http://www.wikidata.org/entity/Q119654657,N/A,John Bratby,Cyril Smith
http://www.wikidata.org/entity/Q119118226,N/A,Edward Robert Hughes,Caroline Hill
http://www.wikidata.org/entity/Q119022064,N/A,Thomas Lawrence,Satan Summoning His Legions
http://www.wikidata.org/entity/Q26234206,N/A,Vincent van Gogh,Girl in the Woods
http://www.wikidata.org/entity/Q18665071,N/A,Morris Louis Bernstein,Delta Kappa
http://www.wikidata.org/entity/Q53046592,N/A,Lovis Corinth,Reclining Female Nude
http://www.wikidata.org/entity/Q87768028,N/A,Matthias Stomer,The Adoration of the Magi
http://www.wikidata.org/entity/Q19947599,N/A,Francis Bacon,Oedipus
http://www.wikidata.org/entity/Q116186450,N/A,Ilya Repin,Barge Haulers at the Fire
http://www.wikidata.org/entity/Q81087077,N/A,Bartolome Esteban Murillo,Saint Mary Magdalene
http://www.wikidata.org/entity/Q18689438,N/A,Vincent van Gogh,The Ploughed Field
http://www.wikidata.org/entity/Q3633413,N/A,Edgar Degas,Dancer with Bouquet
http://www.wikidata.org/entity/Q65024619,N/A,Rembrandt,The Omval
http://www.wikidata.org/entity/Q21192387,N/A,John William Waterhouse,Gathering Almond Blossoms
http://www.wikidata.org/entity/Q19833788,N/A,Vincent van Gogh,Still Life with Cabbage and Clogs
http://www.wikidata.org/entity/Q83560150,N/A,Thomas Cole,Landscape with Tower (from McGuire Scrapbook)
http://www.wikidata.org/entity/Q60346305,N/A,Amedeo Modigliani,Germaine Survage with Earrings
http://www.wikidata.org/entity/Q74875744,N/A,Ernst Ludwig Kirchner,Dancing Couple
http://www.wikidata.org/entity/Q119951702,N/A,Arthur Hughes,In the Grass
http://www.wikidata.org/entity/Q20810172,N/A,Jacopo Tintoretto,Portrait of a Venetian senator
http://www.wikidata.org/entity/Q20170301,N/A,Maurice Prendergast,Beach No. 3
http://www.wikidata.org/entity/Q119831127,N/A,Alfred Wallis,Brigantine with Figurehead
http://www.wikidata.org/entity/Q28365975,N/A,Joshua Reynolds,"Elizabeth Kerr, Marchioness of Lothian"
http://www.wikidata.org/entity/Q194137,N/A,Caspar David Friedrich,The Sea of Ice
http://www.wikidata.org/entity/Q119442491,N/A,Gillian Ayres,Finnegan's Lake
http://www.wikidata.org/entity/Q20177590,N/A,Rembrandt,Portrait of a Man in a Tall Hat
http://www.wikidata.org/entity/Q3172226,N/A,Mary Cassatt,The Child's Bath
http://www.wikidata.org/entity/Q28538715,N/A,John Crome,A Windmill near Norwich
http://www.wikidata.org/entity/Q18937395,N/A,Thomas Gainsborough,Conversation in a Park
http://www.wikidata.org/entity/Q153517,N/A,Salvador Dali,The Basket of Bread
http://www.wikidata.org/entity/Q20443456,N/A,Rupert Bunny,Shrimp Fishers at Saint Georges
http://www.wikidata.org/entity/Q58427095,N/A,Gustav Klimt,The Golden Knight
http://www.wikidata.org/entity/Q119040561,N/A,Thomas Lawrence,Astley Paston Cooper
http://www.wikidata.org/entity/Q41516116,N/A,Jean-Baptiste Camille Corot,Entrance to a Chalet in the Bernese Oberland
http://www.wikidata.org/entity/Q71828494,N/A,John Singer Sargent,Dennis Miller Bunker Painting at Calcot
http://www.wikidata.org/entity/Q1189907,N/A,Claude Monet,Water Lilies
http://www.wikidata.org/entity/Q74888625,N/A,Sam Francis,Coral Lyre Nine
http://www.wikidata.org/entity/Q26714156,N/A,Fra Angelico,Christ Glorified in the Court of Heaven
http://www.wikidata.org/entity/Q17491695,N/A,Alexandre Gabriel Decamps,Bauernhof in Fontainebleau
http://www.wikidata.org/entity/Q119852767,N/A,James Webb,"San Antón, Bilbao, Spain"
http://www.wikidata.org/entity/Q3958339,N/A,Filippo Lippi,Seven Saints
http://www.wikidata.org/entity/Q28567698,N/A,Howard Hodgkin,Clean Sheets
http://www.wikidata.org/entity/Q98144733,N/A,James Webb,"Huy, Belgium"
http://www.wikidata.org/entity/Q2892964,N/A,Quentin Matsys,The Moneylender and His Wife
http://www.wikidata.org/entity/Q46951810,N/A,Thomas Eakins,Archbishop William Henry Elder
http://www.wikidata.org/entity/Q20020168,N/A,Claude Joseph Vernet,Bjerglandskab Med En Flod
http://www.wikidata.org/entity/Q3850306,N/A,Correggio,Martyrdom of Four Saints
http://www.wikidata.org/entity/Q21192415,N/A,John William Waterhouse,The Flower Picker
http://www.wikidata.org/entity/Q28796842,N/A,Joshua Johnson,"John Jacob Anderson and Sons, John and Edward"
http://www.wikidata.org/entity/Q23746099,N/A,John Constable,East Bergholt Church
http://www.wikidata.org/entity/Q28048969,N/A,Thomas Lawrence,"Frederick John Robinson, 1st Earl of Ripon"
http://www.wikidata.org/entity/Q23948845,N/A,Adolphe Joseph Thomas Monticelli,Port of Cassis
http://www.wikidata.org/entity/Q3937450,N/A,Rembrandt,Agatha Bas
http://www.wikidata.org/entity/Q60594136,N/A,Kitagawa Utamaro,Upon My Oath
http://www.wikidata.org/entity/Q20190006,N/A,Pierre Auguste Renoir,Girl with a basket of oranges
http://www.wikidata.org/entity/Q119032631,N/A,John Jackson,"Robert Grosvenor (1767–1845), 2nd Earl Grosvenor, Later 1st Marquess of Westminster, Mayor of Chester (1807), MP (1790–1802)"
http://www.wikidata.org/entity/Q20174266,N/A,Hans Memling,Madonna and Child with Angels
http://www.wikidata.org/entity/Q20275291,N/A,John Singer Sargent,Venetian Glass Workers
http://www.wikidata.org/entity/Q21733177,N/A,Othon Friesz,Roofs and Cathedral in Rouen
http://www.wikidata.org/entity/Q18238631,N/A,Mikhail Vrubel,The Flying Demon
http://www.wikidata.org/entity/Q19888868,N/A,Robert Ryman,Convert
http://www.wikidata.org/entity/Q112230563,N/A,Hans Baldung,Mater Dolorosa
http://www.wikidata.org/entity/Q28051946,N/A,Graham Sutherland,"Kenneth Clark, Baron Clark"
http://www.wikidata.org/entity/Q118798460,N/A,William Merritt Chase,"Terrace, Prospect Park"
http://www.wikidata.org/entity/Q106875129,N/A,Joan Snyder,Summer Orange
http://www.wikidata.org/entity/Q19609470,N/A,Hubert Robert,The Glade
http://www.wikidata.org/entity/Q19888669,N/A,Neil Welliver,Shadow
http://www.wikidata.org/entity/Q105038391,N/A,Jean Michel Basquiat,Dos Cabezas
http://www.wikidata.org/entity/Q21705913,N/A,Camille Pissarro,The Poultry Market
http://www.wikidata.org/entity/Q50879670,N/A,Simon de Vlieger,Dutch Ships Revictualling off a Rocky Coast
http://www.wikidata.org/entity/Q119204933,N/A,Alfred Wallis,Schooner in Full Sail near a Lighthouse
http://www.wikidata.org/entity/Q76560243,N/A,Nathan Oliveira,Figure II
http://www.wikidata.org/entity/Q16863254,N/A,Vincent van Gogh,Church Pew with Worshippers
http://www.wikidata.org/entity/Q110612120,N/A,Fujishima Takeji,Yacht
http://www.wikidata.org/entity/Q65082113,N/A,Rembrandt,Christ appearing to the apostles
http://www.wikidata.org/entity/Q3814745,N/A,Peter Paul Rubens,The Kermesse
http://www.wikidata.org/entity/Q20200227,N/A,Jackson Pollock,Sheet of Studies
http://www.wikidata.org/entity/Q60594530,N/A,Henri Le Fauconnier,Mountaineers Attacked by Bears
http://www.wikidata.org/entity/Q119724879,N/A,George Henry,Lady with Goldfish
http://www.wikidata.org/entity/Q26706234,N/A,Aelbert Cuyp,The Maas at Dordrecht in a Storm
http://www.wikidata.org/entity/Q112229502,N/A,Paul Gauguin,Black pigs
http://www.wikidata.org/entity/Q1167907,N/A,Pierre Auguste Renoir,The Luncheon
http://www.wikidata.org/entity/Q64515009,N/A,William Holbrook Beard,Santa Claus
http://www.wikidata.org/entity/Q19926035,N/A,Gerard David,The Virgin and Child in a Landscape
http://www.wikidata.org/entity/Q89883817,N/A,Anthony van Dyck,Saint John the Baptist in the Wilderness
http://www.wikidata.org/entity/Q11870764,N/A,Akseli Gallen-Kallela,Lake Keitele
http://www.wikidata.org/entity/Q26905911,N/A,Berthold Woltze,Der Lästige Kavalier
http://www.wikidata.org/entity/Q77937174,N/A,Titianus Vecellii,The Martyrdom of Saint Peter
http://www.wikidata.org/entity/Q74890050,N/A,Frank Stella,Hampton Roads
http://www.wikidata.org/entity/Q50319094,N/A,James Weeks,Looking West from Spanish Fort - Baker Beach #3
http://www.wikidata.org/entity/Q119142787,N/A,Walter Osborne,Cherry Ripe
http://www.wikidata.org/entity/Q48786374,N/A,Claude Monet,"Grainstacks in the Sunlight, Morning Effect"
http://www.wikidata.org/entity/Q67220844,N/A,Camille Pissarro,Haymaker
http://www.wikidata.org/entity/Q20737313,N/A,Asher Brown Durand,Landscape (birch and Oaks)
http://www.wikidata.org/entity/Q67563843,N/A,Childe Hassam,Early morning calm
http://www.wikidata.org/entity/Q106357307,N/A,John Singer Sargent,Girl Fishing
http://www.wikidata.org/entity/Q3713907,N/A,Edgar Degas,Woman in a Bath Sponging Her Leg
http://www.wikidata.org/entity/Q119366707,N/A,Lucian Freud,Small Naked Portrait
http://www.wikidata.org/entity/Q18572299,N/A,Guido Reni,David with the Head of Goliath
http://www.wikidata.org/entity/Q76424040,N/A,Paul Gauguin,Coastal landscape
http://www.wikidata.org/entity/Q119808151,N/A,Marcus Stone,A Passing Cloud
http://www.wikidata.org/entity/Q28801570,N/A,Jean Baptiste Greuze,The Complain of the Watch
http://www.wikidata.org/entity/Q29840301,N/A,Hyacinthe Rigaud,Robert de Cotte
http://www.wikidata.org/entity/Q116171429,N/A,Arkhip Kuindzhi,Roofs. Winter
http://www.wikidata.org/entity/Q70781217,N/A,Edgar Degas,Cotton Merchants in New Orleans
http://www.wikidata.org/entity/Q119817522,N/A,William Shiels,"Ryeland Ram, Ewe and Lamb (diptych)"
http://www.wikidata.org/entity/Q18688204,N/A,Miguel Cabrera,"Altarpiece of the Virgin of Guadalupe with Saint John the Baptist, Fray Juan de Zumárraga and Juan Diego"
http://www.wikidata.org/entity/Q119831044,N/A,Alfred Wallis,"Grey Steamboat, Sailing Ship and Three Fish with Teeth"
http://www.wikidata.org/entity/Q1464531,N/A,Vincent van Gogh,Starry Night Over the Rhone
http://www.wikidata.org/entity/Q19925642,N/A,Paul Delvaux,Phases of the Moon III
http://www.wikidata.org/entity/Q78740807,N/A,Max Beckmann,The King
http://www.wikidata.org/entity/Q20808504,N/A,Agnolo Bronzino,Portrait of Cosimo I de' Medici as Orpheus
http://www.wikidata.org/entity/Q7797015,N/A,John Roddam Spencer Stanhope,Thoughts of the Past
http://www.wikidata.org/entity/Q49869388,N/A,Henri de Toulouse-Lautrec,Monsieur Louis Pascal
http://www.wikidata.org/entity/Q6485125,N/A,Vincent van Gogh,Landscape with Pollard Willows
http://www.wikidata.org/entity/Q22926780,N/A,Ramon Casas,Montserrat Casas
http://www.wikidata.org/entity/Q20809041,N/A,Luca Giordano,Saint Sebastian Cured by Irene
http://www.wikidata.org/entity/Q28564030,N/A,Eileen Agar,Figures in a Garden
http://www.wikidata.org/entity/Q20808814,N/A,Charles Francois Daubigny,Landscape near Villerville
http://www.wikidata.org/entity/Q119685329,N/A,John Crome,"A Castle in Ruins, Morning"
http://www.wikidata.org/entity/Q22912310,N/A,Thomas Moran,"First Sketch Made in the West at Green River, Wyoming"
http://www.wikidata.org/entity/Q4892867,N/A,Vincent van Gogh,"Harvest at La Crau, with Montmajour in the Background"
http://www.wikidata.org/entity/Q7928775,N/A,Eugene von Guerard,View of Geelong
http://www.wikidata.org/entity/Q21727952,N/A,Gerard Terborch,The Violinist
http://www.wikidata.org/entity/Q20087387,N/A,Akseli Gallen-Kallela,View from North Quay
http://www.wikidata.org/entity/Q47260389,N/A,Albert Marquet,Parisian Suburb
http://www.wikidata.org/entity/Q19858271,N/A,James Tissot,Healing of the Lepers at Capernaum
http://www.wikidata.org/entity/Q19911647,N/A,Pierre Paul Rubens,Venus und Adonis
http://www.wikidata.org/entity/Q17329881,N/A,Anton Mauve,Ploegende boer
http://www.wikidata.org/entity/Q62425319,N/A,Thomas Sully,Mary Walsh McBlair
http://www.wikidata.org/entity/Q28537182,N/A,Thomas Gainsborough,Gainsborough Dupont
http://www.wikidata.org/entity/Q119145848,N/A,Henri Fantin-Latour,Larkspur
http://www.wikidata.org/entity/Q28547898,N/A,Alfred Wallis,Schooner under the Moon
http://www.wikidata.org/entity/Q21856368,N/A,Chaim Soutine,The Table
http://www.wikidata.org/entity/Q75410488,N/A,Barnett Newman,Canto XVII
http://www.wikidata.org/entity/Q20173656,N/A,Gilbert Stuart,Matthew Clarkson
http://www.wikidata.org/entity/Q99322580,N/A,Francesco Guardi,The Lagoon Looking toward Murano from the Fondamenta Nuove
http://www.wikidata.org/entity/Q26706669,N/A,Henri Fantin-Latour,A Plate of Apples
http://www.wikidata.org/entity/Q1633898,N/A,Titian,Portrait of a Lady
http://www.wikidata.org/entity/Q105755560,N/A,Pietro Longhi,The Happy Couple
http://www.wikidata.org/entity/Q2335560,N/A,Gustave Caillebotte,Le Pont de L'Europe
http://www.wikidata.org/entity/Q119149899,N/A,Henry Herbert La Thangue,Gathering Plums
http://www.wikidata.org/entity/Q30005166,N/A,Frederic Leighton,Orpheus and Eurydice
http://www.wikidata.org/entity/Q20188729,N/A,Pierre Auguste Renoir,Head of a Dog
http://www.wikidata.org/entity/Q28024463,N/A,Luca Giordano,Psyche Discovering the Sleeping Cupid
http://www.wikidata.org/entity/Q42187841,N/A,John Everett Millais,Chill-October
http://www.wikidata.org/entity/Q80182223,N/A,Salvador Dali,Surrealist Essay
http://www.wikidata.org/entity/Q26857714,N/A,Charles Cottet,Au pays de la mer. Douleur
http://www.wikidata.org/entity/Q20442381,N/A,John Glover,Launceston and the river Tamar
http://www.wikidata.org/entity/Q47510831,N/A,Alfred Sisley,Landscape with Houses
http://www.wikidata.org/entity/Q18572426,N/A,Guido Reni,Hercules on the Pyre
http://www.wikidata.org/entity/Q64516539,N/A,Edward Corbett,Mt. Holyoke
http://www.wikidata.org/entity/Q119026243,N/A,Thomas Lawrence,Mrs John Trower
http://www.wikidata.org/entity/Q4429116,N/A,Claude Monet,The Magpie
http://www.wikidata.org/entity/Q119364357,N/A,Basil Beattie,Reds
http://www.wikidata.org/entity/Q119258235,N/A,Stanley Spencer,Sunbathers at Odney
http://www.wikidata.org/entity/Q27976241,N/A,Frank Auerbach,Portrait of Julia
http://www.wikidata.org/entity/Q64620313,N/A,Rembrandt,"Jan Cornelisz Sylvius, the Preacher"
http://www.wikidata.org/entity/Q17329662,N/A,Anton Mauve,Schapenscheerder
http://www.wikidata.org/entity/Q23929136,N/A,Piero di Cosimo,A Young Man
http://www.wikidata.org/entity/Q28797256,N/A,William Collins,Returning from the Haunts of the Seafowl
http://www.wikidata.org/entity/Q119042250,N/A,George Harvey,Two Men Looking at a Baptism
http://www.wikidata.org/entity/Q19900672,N/A,Thomas Cole,Landscape with Dead Tree
http://www.wikidata.org/entity/Q26706255,N/A,John Jackson,Reverend William Holwell Carr
http://www.wikidata.org/entity/Q28540981,N/A,Henry Tonks,Rosamund and the Purple Jar
http://www.wikidata.org/entity/Q20087376,N/A,Akseli Gallen-Kallela,Mäntykoski Waterfall
http://www.wikidata.org/entity/Q6728395,N/A,Jan Mabuse,Madonna and Child playing with the veil
http://www.wikidata.org/entity/Q30889924,N/A,Boris Kustodiev,Moscow Tavern
http://www.wikidata.org/entity/Q119750071,N/A,Thomas Lawrence,George Granville Leveson-Gower
http://www.wikidata.org/entity/Q19921195,N/A,Benny Andrews,Juke Joint
http://www.wikidata.org/entity/Q119269363,N/A,Paul Nash,Landscape of the Malvern Distance
http://www.wikidata.org/entity/Q19912358,N/A,Giovanni Boldini,Gossip
http://www.wikidata.org/entity/Q3778382,N/A,Fra Angelico,The Healing of Justinian by Saint Cosmas and Saint Damian
http://www.wikidata.org/entity/Q119201484,N/A,Richard Jack,The Flower Seller
http://www.wikidata.org/entity/Q28540021,N/A,John Duncan Fergusson,Café-Concert des Ambassadeurs
http://www.wikidata.org/entity/Q52262425,N/A,Stanley Spencer,Map Reading
http://www.wikidata.org/entity/Q24090515,N/A,Henryk Rodakowski,"Portret Leonii Blühdorn, Pasierbicy Artysty"
http://www.wikidata.org/entity/Q19924107,N/A,John Singleton Copley,Joseph Sherburne
http://www.wikidata.org/entity/Q84830581,N/A,Julio Romero de Torres,La nieta de Trini
http://www.wikidata.org/entity/Q20202619,N/A,Claude Lorrain,View of Tivoli
http://www.wikidata.org/entity/Q105369529,N/A,Samuel Peploe,Still Life with a Brown Crock
http://www.wikidata.org/entity/Q65362432,N/A,Mary Cassatt,The Banjo Lesson
http://www.wikidata.org/entity/Q28050287,N/A,George Frederick Watts,"Sir Charles Wentworth Dilke, 2nd Bt"
http://www.wikidata.org/entity/Q60503694,N/A,Emil Carlsen,Wood Interior
http://www.wikidata.org/entity/Q88588357,N/A,Thomas Couture,Harlequin and Pierrot
http://www.wikidata.org/entity/Q119144491,N/A,Philip Wilson Steer,Girl on a Sofa
http://www.wikidata.org/entity/Q22132722,N/A,Gustave Caillebotte,Study for Le Pont de l'Europe
http://www.wikidata.org/entity/Q113016689,N/A,Juan van der Hamen y León,Still Life with Basket and Terracotta Jars
http://www.wikidata.org/entity/Q27699845,N/A,Anthony van Dyck,The Lamentation
http://www.wikidata.org/entity/Q74576574,N/A,William Merritt Chase,Portrait of Louis Betts
http://www.wikidata.org/entity/Q59508155,N/A,Clarence Gagnon,Canal du Loing
http://www.wikidata.org/entity/Q16652574,N/A,Zinaida Serebriakova,At breakfast
http://www.wikidata.org/entity/Q59506162,N/A,Homer Watson,On the Grand River at Doon
http://www.wikidata.org/entity/Q19694502,N/A,Viktor Vasnetsov,Flying Carpet
http://www.wikidata.org/entity/Q117807935,N/A,Charles Courtney Curran,Breakfast for Three
http://www.wikidata.org/entity/Q92998727,N/A,Gustave Courbet,The Loue Valley
http://www.wikidata.org/entity/Q42861723,N/A,Aelbert Cuyp,Orpheus with Animals in a Landscape
http://www.wikidata.org/entity/Q24046237,N/A,Piet Mondrian,Farm at Duivendrecht
http://www.wikidata.org/entity/Q20190147,N/A,Paul Gauguin,Haystacks in Brittany
http://www.wikidata.org/entity/Q75410612,N/A,Barnett Newman,Canto VII
http://www.wikidata.org/entity/Q26492643,N/A,Luca Giordano,The Martyrdom of Saint Januarius
http://www.wikidata.org/entity/Q119351604,N/A,William Congdon,"Luna 7, Subiaco"
http://www.wikidata.org/entity/Q19681671,N/A,Bernardo Bellotto,Rome: View of the Piazza di San Giovanni in Laterano
http://www.wikidata.org/entity/Q107562659,N/A,Auguste Toulmouche,Vanity
http://www.wikidata.org/entity/Q10359999,N/A,Columbano Bordalo Pinheiro,Retrato de Teófilo Braga
http://www.wikidata.org/entity/Q18705521,N/A,Wassily Kandinsky,Contrasting sounds
http://www.wikidata.org/entity/Q119041831,N/A,George Harvey,Riding Boots
http://www.wikidata.org/entity/Q102184928,N/A,Salvador Dali,Memory of the Child-Woman
http://www.wikidata.org/entity/Q11149490,N/A,William Adolphe Bouguereau,The Bather
http://www.wikidata.org/entity/Q118999104,N/A,David Morier,"Major General the Honourable Sir Charles Howard, CB, Colonel of the Regiment"
http://www.wikidata.org/entity/Q60513978,N/A,Thomas Hart Benton,Upper Manhattan
http://www.wikidata.org/entity/Q43255482,N/A,Ivan Shishkin,Hovel
http://www.wikidata.org/entity/Q20488442,N/A,Helen Frankenthaler,"Summerscene, Provincetown"
http://www.wikidata.org/entity/Q20185485,N/A,Thomas Sully,The David Children
http://www.wikidata.org/entity/Q15877748,N/A,Marie Bracquemond,Le Gouter
http://www.wikidata.org/entity/Q111183875,N/A,Clarence Gagnon,Midnight Mass
http://www.wikidata.org/entity/Q119080467,N/A,"John Frederick, Sr. Herring",Rabbits
http://www.wikidata.org/entity/Q119656063,N/A,John Bratby,Girl in High-Backed Chair and Irises
http://www.wikidata.org/entity/Q20441737,N/A,Rupert Bunny,Madame Melba
http://www.wikidata.org/entity/Q20196915,N/A,Edward Ruscha,Lisp
http://www.wikidata.org/entity/Q15140958,N/A,Robert William Buss,Dickens' Dream
http://www.wikidata.org/entity/Q23940281,N/A,Pierre Bonnard,The Palm
http://www.wikidata.org/entity/Q30079235,N/A,Lyonel Feininger,Market Church in Halle
http://www.wikidata.org/entity/Q27978389,N/A,Albrecht Altdorfer,Entombment of Christ
http://www.wikidata.org/entity/Q50435471,N/A,Claude Monet,Autumn Effect at Argenteuil
http://www.wikidata.org/entity/Q3808227,N/A,Pierre Auguste Renoir,Girls at the Piano
http://www.wikidata.org/entity/Q119796884,N/A,Samuel Peploe,Ben More from Iona
http://www.wikidata.org/entity/Q3630737,N/A,Anthony van Dyck,Self Portrait
http://www.wikidata.org/entity/Q109835094,N/A,Joseph Farquharson,Afterglow
http://www.wikidata.org/entity/Q49445583,N/A,Claude Monet,"Houses of Parliament, Sunset"
http://www.wikidata.org/entity/Q20555666,N/A,Peter Paul Rubens,Hercules as Heroic Virtue Overcoming Discord
http://www.wikidata.org/entity/Q119025917,N/A,William Hamilton,The Watercress-Gatherers
http://www.wikidata.org/entity/Q18177991,N/A,Jean-Baptiste Camille Corot,Young Girl Reading
http://www.wikidata.org/entity/Q20188640,N/A,Pierre Puvis de Chavannes,The Rest
http://www.wikidata.org/entity/Q27956777,N/A,George Harvey,"A Girl and Two Women, Standing and Holding a Baby (Study for 'The Covenanters' Baptism')"
http://www.wikidata.org/entity/Q20191245,N/A,Georges Braque,The Harbor
http://www.wikidata.org/entity/Q24213,N/A,Caspar David Friedrich,The Tree of Crows
http://www.wikidata.org/entity/Q19912825,N/A,Carolus Duran,Mrs. William Astor
http://www.wikidata.org/entity/Q78752462,N/A,William James Glackens,Young Woman in Green
http://www.wikidata.org/entity/Q26000749,N/A,Frida Kahlo,The Suicide of Dorothy Hale
http://www.wikidata.org/entity/Q74035219,N/A,Roy Lichtenstein,Bull VI
http://www.wikidata.org/entity/Q119039948,N/A,John Jackson,Reverend David McNicoll
http://www.wikidata.org/entity/Q28128626,N/A,Claude Monet,The Studio Boat
http://www.wikidata.org/entity/Q102187788,N/A,Salvador Dali,Ampurdanese Yang and Yin
http://www.wikidata.org/entity/Q119032881,N/A,John Jackson,The Late Lord Mulgrave
http://www.wikidata.org/entity/Q23700519,N/A,Richard Wilson,Cicero's Villa and the Gulf of Pozzuoli
http://www.wikidata.org/entity/Q28039530,N/A,Gerhard Richter,Abstract Picture
http://www.wikidata.org/entity/Q61030873,N/A,Jean Auguste Dominique Ingres,Jesus Among the Doctors
